Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Neurology,EducationField_Life Sciences,EducationField_Marketing,EducationField_Other,JobRole_Administrative,JobRole_Nurse,JobRole_Other,JobRole_Therapist,MaritalStatus_Married,MaritalStatus_Single
5.334234187131132,0.0,1.0,188.79108537045073,3.3886113838848777,3.0,1.0,37.53743590874956,4.0,1.0,2.0,1413.2947429716319,0.0,0.0,0.7663098923567178,1.0,2.61820791918304,5.0,3.0,1.9673469909370616,1.9943234848890157,0.0,1.6572205983945183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.93891289518938,0.0,1.0,54.234510272959376,3.2938422030083476,2.0,4.0,24.40313123799787,2.0,2.0,3.0,1172.56636962146,0.0,1.0,0.7629202780335033,0.0,3.4697239898356527,3.0,3.0,2.597866488823414,2.2768814952788734,0.0,2.929261972223023,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.07728844870837,0.0,1.0,164.07981036204086,4.129702673894986,1.0,1.0,16.800978206442547,3.0,1.0,3.0,1332.314154279405,1.0,0.0,0.7754831731231216,1.0,2.352504209992697,1.0,2.0,1.9673469909370616,1.269807927586691,1.0664512800377224,1.6572205983945183,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.272251878875236,0.0,1.0,275.5677122277548,3.645180093020777,2.0,2.0,40.68565556972351,3.0,1.0,4.0,900.4765917960715,0.0,0.0,0.7588289015986593,1.0,1.708001634753857,2.0,3.0,1.163036983992647,1.269807927586691,0.5759486274293949,1.2645150845627193,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.866894579642819,1.0,1.0,40.1487138947462,4.004024679456224,3.0,3.0,24.803906985485526,2.0,1.0,3.0,1189.9850622732513,5.0,1.0,0.7691592360065822,0.0,2.61820791918304,4.0,3.0,1.7502014283072431,1.269807927586691,0.0,1.6572205983945183,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4.93891289518938,0.0,1.0,282.07373833745385,3.797475681249878,4.0,2.0,25.202808694383084,4.0,3.0,1.0,1003.5381097305277,1.0,0.0,0.7588289015986593,1.0,3.4697239898356527,1.0,3.0,2.719217806433101,3.1430122424962588,1.272902284689716,2.929261972223023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.1438618484213805,0.0,1.0,97.58453102522438,1.8054733758469228,2.0,1.0,36.11312735979567,4.0,1.0,2.0,1324.98009766746,0.0,1.0,0.7629202780335033,2.0,2.8582143935377453,5.0,2.0,2.15414223991168,1.269807927586691,0.0,2.2609945497009694,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.386360264562277,0.0,0.0,240.89695269585434,3.3886113838848777,2.0,4.0,41.71893809899845,4.0,1.0,4.0,792.6365692136493,1.0,1.0,0.7663098923567178,2.0,0.7680790969515001,2.0,2.0,0.7184336715580064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.265082260393808,0.0,1.0,256.02464334882916,0.7279436272489517,4.0,1.0,35.39474102307253,2.0,4.0,4.0,1737.7307574349013,2.0,0.0,0.7736709755077993,0.0,5.988230944254855,3.0,3.0,3.8699379170149704,2.95492188447657,0.968781723894205,2.7281003695541903,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5.512192507346223,0.0,1.0,105.56619088924755,0.7279436272489517,3.0,4.0,22.780307251181597,3.0,1.0,4.0,542.5453682899772,5.0,1.0,0.7588289015986593,0.0,2.61820791918304,3.0,3.0,1.4899150550811155,1.269807927586691,0.5759486274293949,1.2645150845627193,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4.5568761442592365,0.0,0.0,164.62650707972577,2.8501796505530055,2.0,1.0,41.71893809899845,4.0,2.0,3.0,861.5574557206045,0.0,0.0,0.7770702316692742,1.0,2.352504209992697,5.0,2.0,1.7502014283072431,1.269807927586691,0.5759486274293949,1.6572205983945183,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5.394840900012531,0.0,1.0,255.86870789018243,2.573238730942364,4.0,3.0,36.82731698513918,2.0,1.0,1.0,766.361696077824,7.0,0.0,0.7827234958940861,0.0,3.4697239898356527,4.0,3.0,1.9673469909370616,1.6660800391954542,0.0,1.6572205983945183,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5.272251878875236,0.0,1.0,115.61756282275336,2.2372157406532076,4.0,1.0,25.995169089363053,3.0,3.0,2.0,1696.5859447912626,0.0,0.0,0.7588289015986593,0.0,3.97206243884961,4.0,3.0,2.934804149977871,2.5263539689216956,0.823736883758539,3.4462627497539624,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
4.296493177849752,0.0,1.0,109.79327713479722,3.2938422030083476,2.0,3.0,41.71893809899845,3.0,1.0,4.0,1580.6979936247665,1.0,0.0,0.7691592360065822,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5.272251878875236,0.0,1.0,169.33823776724182,2.036888752450839,1.0,2.0,37.182877676387605,3.0,1.0,1.0,1451.181399016807,2.0,0.0,0.7588289015986593,0.0,3.077804326911978,2.0,3.0,1.7502014283072431,1.269807927586691,0.5759486274293949,1.6572205983945183,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6.265082260393808,0.0,1.0,265.78253894716727,1.8054733758469228,3.0,3.0,27.9462189075729,3.0,5.0,3.0,1041.1646952106018,4.0,0.0,0.7588289015986593,1.0,5.533327379029534,3.0,2.0,3.1224447605006067,3.77903441763551,1.0664512800377224,2.929261972223023,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5.1438618484213805,1.0,2.0,241.21547815377565,3.3886113838848777,1.0,2.0,33.21302921811498,1.0,1.0,1.0,575.8750779712337,1.0,1.0,0.7818227900877233,0.0,3.4697239898356527,5.0,3.0,2.719217806433101,1.269807927586691,1.1927480683081642,2.7281003695541903,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5.733047732802092,0.0,1.0,167.89343409537813,2.414280921556869,4.0,3.0,24.000434124452568,3.0,2.0,2.0,1689.7652441701243,0.0,0.0,0.7588289015986593,1.0,3.4697239898356527,2.0,3.0,2.597866488823414,2.7506097081099043,1.0664512800377224,1.2645150845627193,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.8373302242160054,0.0,1.0,127.36986629563474,2.2372157406532076,4.0,1.0,21.540953651759573,2.0,3.0,4.0,324.1127011831683,3.0,0.0,0.7691592360065822,1.0,5.334557900076103,4.0,3.0,3.6996471070051844,2.5263539689216956,1.1377888598879902,4.241137258218495,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.937953923243802,0.0,1.0,170.419003233314,0.7279436272489517,4.0,2.0,37.182877676387605,3.0,5.0,1.0,1782.5516986572989,3.0,0.0,0.7629202780335033,0.0,5.124175891442413,2.0,2.0,1.163036983992647,1.269807927586691,0.823736883758539,0.7569098488571119,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5.208820879811859,0.0,1.0,208.40075594730123,0.7279436272489517,3.0,3.0,35.39474102307253,3.0,1.0,4.0,741.4640912164421,4.0,0.0,0.7588289015986593,0.0,2.8582143935377453,3.0,3.0,0.7184336715580064,0.7588744931403549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.8373302242160054,0.0,1.0,292.5535966711004,2.7176726408397878,4.0,4.0,21.12327513661198,3.0,2.0,4.0,1571.3365757554552,2.0,1.0,0.7663098923567178,0.0,3.2807209505726753,5.0,4.0,1.7502014283072431,1.269807927586691,0.5759486274293949,1.6572205983945183,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5.009006484735839,0.0,1.0,46.526803825209484,2.573238730942364,2.0,4.0,37.182877676387605,2.0,1.0,3.0,1391.0912119517131,1.0,0.0,0.7663098923567178,0.0,3.4697239898356527,5.0,3.0,2.719217806433101,0.0,0.5759486274293949,2.929261972223023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.569057808123619,0.0,1.0,203.5190679792978,1.8054733758469228,3.0,4.0,27.170725199883186,3.0,2.0,4.0,452.03699664894873,3.0,0.0,0.7691592360065822,1.0,4.782800463439022,6.0,4.0,0.7184336715580064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4.5568761442592365,1.0,1.0,189.4849038145073,0.0,3.0,2.0,29.097835605797314,3.0,1.0,4.0,421.1023573687446,2.0,1.0,0.7736709755077993,1.0,2.61820791918304,2.0,2.0,1.163036983992647,0.0,0.823736883758539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5.785665188484224,0.0,1.0,264.39636752999985,0.7279436272489517,2.0,4.0,33.21302921811498,4.0,1.0,3.0,1732.215098478051,1.0,0.0,0.7629202780335033,2.0,2.61820791918304,3.0,2.0,1.9673469909370616,1.6660800391954542,0.5759486274293949,1.9819082053592667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.129310597973499,1.0,1.0,199.10710520802397,1.187732378557255,2.0,1.0,38.24360345356809,2.0,1.0,3.0,497.14309394117566,1.0,1.0,0.7691592360065822,0.0,1.708001634753857,2.0,3.0,1.4899150550811155,1.269807927586691,0.0,1.2645150845627193,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5.334234187131132,0.0,1.0,202.67324536501044,0.7279436272489517,3.0,4.0,42.06167569638848,3.0,1.0,4.0,967.6140679808465,1.0,0.0,0.7663098923567178,0.0,1.2947490469346097,3.0,3.0,1.163036983992647,1.269807927586691,0.823736883758539,1.2645150845627193,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5.394840900012531,0.0,1.0,196.20370018580718,1.8054733758469228,4.0,2.0,36.82731698513918,2.0,1.0,1.0,1198.16574829694,9.0,1.0,0.7691592360065822,1.0,2.61820791918304,3.0,4.0,0.7184336715580064,0.7588744931403549,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5.208820879811859,0.0,2.0,243.7583791446473,0.0,3.0,3.0,21.540953651759573,4.0,2.0,1.0,438.2009378292914,2.0,0.0,0.7784704258529166,2.0,3.4697239898356527,3.0,3.0,1.9673469909370616,1.6660800391954542,0.5759486274293949,1.6572205983945183,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.334234187131132,0.0,1.0,124.76984569966058,1.530176756118195,2.0,3.0,34.30899906231053,3.0,1.0,4.0,1053.2407292506089,1.0,0.0,0.7629202780335033,1.0,0.7680790969515001,3.0,3.0,0.7184336715580064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4.792827021227992,0.0,1.0,259.29161329111344,0.7279436272489517,4.0,4.0,17.688839695017684,3.0,1.0,1.0,1605.9790745352282,1.0,0.0,0.7663098923567178,1.0,0.7680790969515001,6.0,3.0,0.7184336715580064,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.71657266140078,1.0,1.0,277.23715412790483,4.067944568342854,3.0,1.0,24.000434124452568,1.0,1.0,3.0,1028.8928729167644,1.0,0.0,0.7629202780335033,0.0,0.7680790969515001,2.0,2.0,0.7184336715580064,0.0,0.0,0.7569098488571119,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4.792827021227992,0.0,2.0,220.0226341578596,2.414280921556869,3.0,4.0,19.427855148460136,3.0,3.0,3.0,416.60899222361195,1.0,0.0,0.7715844261792598,0.0,3.2807209505726753,0.0,3.0,2.597866488823414,2.95492188447657,0.5759486274293949,2.7281003695541903,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.009006484735839,0.0,2.0,173.2893658167245,0.0,2.0,3.0,27.9462189075729,3.0,2.0,4.0,1044.3444208450828,1.0,0.0,0.7827234958940861,0.0,3.8139237831177213,2.0,3.0,2.934804149977871,2.95492188447657,0.968781723894205,2.7281003695541903,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.679436982359519,0.0,1.0,277.6918413313803,2.9727048640670453,3.0,2.0,24.40313123799787,3.0,5.0,3.0,1401.1065100732483,1.0,0.0,0.7629202780335033,0.0,5.230920521839875,0.0,3.0,3.6996471070051844,4.04712361046677,1.4194682583924363,2.929261972223023,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5.272251878875236,0.0,0.0,231.59376679743644,3.937772350721075,4.0,2.0,33.21302921811498,3.0,2.0,3.0,992.2097027819405,0.0,0.0,0.7797139458879074,0.0,3.4697239898356527,2.0,3.0,2.597866488823414,2.2768814952788734,1.272902284689716,2.7281003695541903,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.454139516800612,0.0,1.0,113.34197387964106,3.645180093020777,2.0,2.0,33.57952058209543,3.0,1.0,2.0,1005.7835651000648,4.0,0.0,0.7808249067890267,0.0,3.077804326911978,1.0,3.0,0.7184336715580064,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5.937953923243802,0.0,2.0,254.77622009531106,1.8054733758469228,4.0,1.0,42.40358629238413,3.0,2.0,4.0,1648.1446413913318,4.0,1.0,0.7808249067890267,0.0,4.122386204989972,4.0,3.0,2.597866488823414,2.5263539689216956,0.0,2.929261972223023,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.334234187131132,0.0,1.0,257.58216374260695,2.414280921556869,1.0,4.0,18.997419455747195,4.0,1.0,4.0,594.2893036353544,1.0,0.0,0.7784704258529166,0.0,0.7680790969515001,2.0,3.0,0.7184336715580064,0.0,0.0,0.7569098488571119,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6.0351982247367815,1.0,1.0,155.98602773250042,0.0,2.0,1.0,42.40358629238413,2.0,3.0,3.0,1581.4576246762215,9.0,1.0,0.7663098923567178,0.0,5.230920521839875,2.0,3.0,0.7184336715580064,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4.866894579642819,1.0,1.0,288.8262131744721,1.8054733758469228,4.0,3.0,24.803906985485526,3.0,1.0,3.0,1071.695249182875,1.0,1.0,0.7663098923567178,0.0,1.2947490469346097,3.0,2.0,1.163036983992647,1.269807927586691,0.823736883758539,1.2645150845627193,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.8373302242160054,0.0,1.0,296.85650422431576,0.0,5.0,2.0,34.30899906231053,3.0,2.0,1.0,515.5519128111121,5.0,1.0,0.7808249067890267,1.0,3.2807209505726753,2.0,2.0,1.7502014283072431,1.6660800391954542,0.5759486274293949,1.6572205983945183,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.334234187131132,0.0,0.0,236.74249456403473,2.8501796505530055,2.0,3.0,35.75446693196852,2.0,3.0,1.0,866.7772193374029,2.0,1.0,0.7663098923567178,1.0,3.4697239898356527,3.0,3.0,1.7502014283072431,0.0,0.823736883758539,1.6572205983945183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.71657266140078,1.0,1.0,290.17001416774855,3.937772350721075,3.0,3.0,23.595766108516365,2.0,2.0,4.0,1704.6995176801252,7.0,1.0,0.7784704258529166,1.0,2.352504209992697,2.0,2.0,1.163036983992647,1.269807927586691,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.208820879811859,0.0,2.0,134.86626349272083,0.0,2.0,1.0,42.40358629238413,3.0,3.0,4.0,1330.811063462789,1.0,1.0,0.7629202780335033,0.0,4.265765906838554,1.0,3.0,3.2079779266361226,3.916399011111255,1.272902284689716,3.5968541929739386,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5.334234187131132,0.0,2.0,196.37490552266175,3.5637914610337837,5.0,2.0,32.845343079707966,3.0,3.0,1.0,1061.5578494365031,1.0,0.0,0.7818227900877233,1.0,3.2807209505726753,3.0,2.0,2.597866488823414,2.95492188447657,0.5759486274293949,2.929261972223023,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.334234187131132,0.0,1.0,243.91699965182892,3.937772350721075,4.0,3.0,16.352040319159453,3.0,1.0,1.0,1384.0076615621078,3.0,1.0,0.7715844261792598,1.0,2.0532624852301486,3.0,3.0,1.163036983992647,1.269807927586691,0.823736883758539,1.2645150845627193,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.07728844870837,0.0,1.0,161.33664461184665,2.2372157406532076,4.0,4.0,24.000434124452568,3.0,2.0,4.0,956.25956419575,3.0,0.0,0.7818227900877233,1.0,3.4697239898356527,3.0,2.0,2.318361088007171,2.7506097081099043,0.5759486274293949,2.7281003695541903,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.454139516800612,0.0,1.0,239.62136353803058,0.0,4.0,1.0,25.202808694383084,2.0,2.0,3.0,387.5760358542991,1.0,0.0,0.7770702316692742,1.0,2.8582143935377453,2.0,4.0,2.318361088007171,2.2768814952788734,0.0,2.7281003695541903,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.1438618484213805,0.0,1.0,117.26272611422041,0.0,3.0,1.0,17.688839695017684,3.0,2.0,4.0,1050.9678247146721,1.0,1.0,0.7818227900877233,1.0,3.2807209505726753,3.0,3.0,2.597866488823414,2.95492188447657,1.2367185403545382,2.929261972223023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5.512192507346223,0.0,2.0,160.9696543742688,4.303450881684438,5.0,4.0,24.803906985485526,3.0,2.0,4.0,642.4271330555802,1.0,0.0,0.7588289015986593,0.0,3.4697239898356527,2.0,3.0,2.719217806433101,1.6660800391954542,1.3033353050153849,3.114301900995914,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6.129310597973499,0.0,1.0,219.1997643885699,2.2372157406532076,2.0,2.0,21.956308040663387,2.0,5.0,3.0,1426.8417931145611,5.0,1.0,0.7629202780335033,1.0,5.812772695533141,2.0,2.0,3.9739169381543125,1.6660800391954542,1.3894776379371176,2.929261972223023,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.5194560215865165,0.0,1.0,288.9756330935364,4.067944568342854,3.0,1.0,42.744680291175015,3.0,3.0,1.0,352.4090154263052,7.0,0.0,0.7588289015986593,0.0,5.721918878303846,3.0,2.0,3.6384331070776503,4.17191573132348,1.2367185403545382,3.114301900995914,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.394840900012531,0.0,1.0,256.64805100559397,2.414280921556869,3.0,3.0,28.33160839390133,3.0,3.0,3.0,859.3165069155408,1.0,0.0,0.7663098923567178,3.0,4.534485011774684,2.0,3.0,3.3655463242232315,3.916399011111255,1.3718542750615403,2.929261972223023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.352278661217096,0.0,1.0,193.4572127993196,2.414280921556869,3.0,4.0,17.688839695017684,3.0,4.0,3.0,1606.8499637096184,2.0,1.0,0.7691592360065822,3.0,5.014089424460747,2.0,3.0,1.9673469909370616,0.0,0.0,1.2645150845627193,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.394840900012531,0.0,2.0,252.27287897302617,2.8501796505530055,3.0,2.0,41.37536285356597,2.0,2.0,2.0,1773.3006539715868,1.0,0.0,0.7663098923567178,0.0,2.61820791918304,3.0,3.0,2.15414223991168,2.2768814952788734,0.0,1.6572205983945183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5.888081149649488,0.0,1.0,274.5034826003664,2.2372157406532076,3.0,2.0,28.33160839390133,3.0,3.0,1.0,1551.7215865292167,2.0,0.0,0.7754831731231216,1.0,5.4352975324496,2.0,3.0,0.7184336715580064,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5.334234187131132,0.0,2.0,162.98449151730316,0.0,3.0,2.0,35.75446693196852,3.0,1.0,1.0,676.6876992393355,4.0,0.0,0.7663098923567178,1.0,2.352504209992697,2.0,2.0,1.4899150550811155,1.269807927586691,0.5759486274293949,1.2645150845627193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5.394840900012531,1.0,1.0,94.06214495211728,2.573238730942364,3.0,4.0,35.75446693196852,2.0,1.0,3.0,1723.9847103502168,0.0,1.0,0.7754831731231216,1.0,1.2947490469346097,0.0,2.0,0.7184336715580064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6.5194560215865165,0.0,2.0,256.95955480994286,0.0,1.0,1.0,27.55926912991166,2.0,2.0,3.0,1884.1633586353023,7.0,0.0,0.7588289015986593,0.0,4.900397157223314,2.0,2.0,1.7502014283072431,1.6660800391954542,0.5759486274293949,1.6572205983945183,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4.93891289518938,0.0,1.0,272.82817617826623,0.7279436272489517,3.0,3.0,34.67202472218712,3.0,1.0,2.0,599.8291667395064,0.0,0.0,0.7827234958940861,1.0,2.61820791918304,3.0,3.0,1.9673469909370616,1.9943234848890157,0.0,1.9819082053592667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5.07728844870837,0.0,1.0,234.33398994371652,0.0,4.0,3.0,38.59524104344781,3.0,1.0,2.0,1551.014997523974,1.0,0.0,0.7754831731231216,0.0,0.7680790969515001,4.0,3.0,0.7184336715580064,0.7588744931403549,0.5759486274293949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5.1438618484213805,0.0,1.0,141.25947631101465,0.0,3.0,2.0,30.988238577832124,3.0,2.0,2.0,794.3345239238596,1.0,0.0,0.7754831731231216,2.0,3.4697239898356527,3.0,3.0,2.719217806433101,1.9943234848890157,0.0,3.114301900995914,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5.394840900012531,0.0,1.0,48.49270293237053,2.036888752450839,3.0,2.0,26.780551902403705,4.0,1.0,4.0,1736.6619479554736,3.0,0.0,0.7629202780335033,0.0,2.352504209992697,3.0,3.0,0.7184336715580064,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5.07728844870837,0.0,1.0,177.74122123234022,2.414280921556869,4.0,3.0,29.097835605797314,3.0,2.0,4.0,1661.7403369444403,1.0,0.0,0.7827234958940861,0.0,3.6469124567228923,2.0,3.0,2.8310456474787444,2.7506097081099043,0.5759486274293949,2.929261972223023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
