MaritalStatus_Divorced,JobSatisfaction,Gender_Male,PerformanceRating,MaritalStatus_Single,JobLevel,DistanceFromHome,Age,WorkLifeBalance,OverTime_Yes,Education,Gender_Female,MonthlyIncome,YearsAtCompany,MaritalStatus_Married,Attrition,OverTime_No
0.0,3.0,0.0,4.0,0.0,1.0,56.0,58.0,2.0,0.0,2.0,1.0,6929.0,39.0,1.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,2.0,54.0,21.0,2.0,1.0,2.0,0.0,10167.0,2.0,1.0,1.0,0.0
0.0,4.0,1.0,4.0,1.0,2.0,9.0,51.0,1.0,0.0,2.0,0.0,9063.0,16.0,0.0,1.0,1.0
0.0,3.0,0.0,4.0,1.0,3.0,89.0,45.0,4.0,0.0,1.0,1.0,8926.0,20.0,0.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,3.0,19.0,44.0,2.0,0.0,2.0,0.0,7838.0,35.0,1.0,0.0,1.0
0.0,4.0,1.0,4.0,1.0,2.0,39.0,28.0,3.0,0.0,5.0,0.0,6669.0,6.0,0.0,1.0,1.0
0.0,3.0,0.0,4.0,1.0,1.0,96.0,56.0,3.0,0.0,4.0,1.0,8423.0,46.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,1.0,60.0,21.0,1.0,0.0,3.0,0.0,9152.0,13.0,1.0,0.0,1.0
0.0,1.0,1.0,3.0,1.0,2.0,28.0,50.0,2.0,0.0,3.0,0.0,8299.0,38.0,0.0,1.0,1.0
1.0,3.0,0.0,3.0,0.0,1.0,25.0,47.0,3.0,0.0,3.0,1.0,6467.0,13.0,0.0,1.0,1.0
0.0,2.0,0.0,4.0,0.0,1.0,1.0,55.0,1.0,1.0,1.0,1.0,7440.0,43.0,1.0,1.0,0.0
1.0,1.0,1.0,4.0,0.0,2.0,69.0,56.0,1.0,0.0,4.0,0.0,8883.0,38.0,0.0,1.0,1.0
0.0,1.0,1.0,4.0,1.0,2.0,86.0,20.0,3.0,0.0,3.0,0.0,8161.0,9.0,0.0,1.0,1.0
0.0,4.0,1.0,4.0,1.0,1.0,46.0,59.0,3.0,0.0,2.0,0.0,8328.0,40.0,0.0,1.0,1.0
1.0,2.0,0.0,4.0,0.0,2.0,38.0,58.0,2.0,0.0,2.0,1.0,8331.0,44.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,1.0,3.0,19.0,50.0,2.0,0.0,1.0,0.0,8113.0,30.0,0.0,0.0,1.0
0.0,3.0,1.0,3.0,1.0,2.0,7.0,22.0,3.0,0.0,3.0,0.0,9117.0,5.0,0.0,0.0,1.0
0.0,2.0,1.0,4.0,1.0,2.0,6.0,26.0,3.0,0.0,4.0,0.0,8268.0,5.0,0.0,0.0,1.0
0.0,3.0,1.0,4.0,1.0,1.0,43.0,51.0,2.0,0.0,1.0,0.0,7345.0,28.0,0.0,1.0,1.0
0.0,3.0,0.0,3.0,1.0,1.0,98.0,22.0,4.0,0.0,3.0,1.0,8184.0,2.0,0.0,1.0,1.0
1.0,3.0,0.0,4.0,0.0,2.0,61.0,36.0,4.0,0.0,3.0,1.0,9055.0,9.0,0.0,0.0,1.0
0.0,3.0,0.0,4.0,0.0,1.0,54.0,20.0,3.0,1.0,2.0,1.0,5970.0,6.0,1.0,1.0,0.0
1.0,3.0,0.0,4.0,0.0,1.0,4.0,42.0,4.0,0.0,4.0,1.0,7741.0,6.0,0.0,0.0,1.0
0.0,3.0,0.0,4.0,1.0,1.0,4.0,25.0,3.0,0.0,2.0,1.0,8611.0,17.0,0.0,0.0,1.0
1.0,3.0,0.0,4.0,0.0,1.0,18.0,40.0,2.0,0.0,4.0,1.0,8482.0,12.0,0.0,1.0,1.0
1.0,3.0,1.0,3.0,0.0,1.0,82.0,39.0,3.0,0.0,4.0,0.0,8976.0,13.0,0.0,0.0,1.0
1.0,4.0,1.0,4.0,0.0,3.0,57.0,19.0,1.0,0.0,1.0,0.0,8482.0,5.0,0.0,0.0,1.0
0.0,4.0,1.0,4.0,0.0,1.0,81.0,45.0,1.0,0.0,4.0,0.0,7730.0,15.0,1.0,0.0,1.0
0.0,1.0,1.0,4.0,0.0,2.0,12.0,34.0,2.0,1.0,3.0,0.0,7909.0,19.0,1.0,1.0,0.0
0.0,3.0,0.0,4.0,1.0,2.0,40.0,33.0,2.0,0.0,3.0,1.0,7265.0,20.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,1.0,63.0,35.0,4.0,0.0,3.0,0.0,7153.0,25.0,1.0,1.0,1.0
0.0,4.0,0.0,4.0,0.0,3.0,7.0,33.0,2.0,0.0,3.0,1.0,7714.0,22.0,1.0,0.0,1.0
0.0,3.0,0.0,4.0,1.0,2.0,6.0,45.0,3.0,0.0,3.0,1.0,6063.0,33.0,0.0,0.0,1.0
0.0,3.0,1.0,4.0,1.0,3.0,60.0,50.0,3.0,0.0,3.0,0.0,7600.0,39.0,0.0,0.0,1.0
0.0,2.0,1.0,4.0,0.0,2.0,17.0,59.0,2.0,0.0,4.0,0.0,8392.0,16.0,1.0,0.0,1.0
0.0,1.0,0.0,3.0,0.0,1.0,31.0,32.0,4.0,0.0,1.0,1.0,7104.0,21.0,1.0,1.0,1.0
0.0,3.0,1.0,4.0,1.0,1.0,55.0,22.0,1.0,1.0,3.0,0.0,8756.0,1.0,0.0,1.0,0.0
0.0,2.0,1.0,4.0,0.0,3.0,81.0,23.0,4.0,0.0,2.0,0.0,8081.0,2.0,1.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,2.0,48.0,46.0,3.0,1.0,5.0,0.0,7244.0,38.0,1.0,0.0,0.0
0.0,1.0,0.0,4.0,0.0,2.0,45.0,54.0,3.0,0.0,1.0,1.0,6877.0,41.0,1.0,0.0,1.0
0.0,4.0,0.0,4.0,0.0,1.0,69.0,23.0,3.0,0.0,4.0,1.0,6957.0,9.0,1.0,0.0,1.0
0.0,2.0,1.0,4.0,1.0,2.0,21.0,46.0,1.0,0.0,1.0,0.0,6468.0,29.0,0.0,0.0,1.0
0.0,3.0,0.0,4.0,0.0,2.0,11.0,24.0,1.0,0.0,1.0,1.0,7256.0,1.0,1.0,1.0,1.0
0.0,4.0,1.0,4.0,1.0,1.0,94.0,30.0,2.0,0.0,2.0,0.0,9321.0,13.0,0.0,1.0,1.0
0.0,1.0,1.0,4.0,0.0,1.0,54.0,45.0,2.0,0.0,3.0,0.0,9436.0,33.0,1.0,0.0,1.0
0.0,4.0,1.0,4.0,1.0,2.0,30.0,18.0,3.0,1.0,3.0,0.0,8548.0,3.0,0.0,1.0,0.0
0.0,4.0,1.0,4.0,0.0,2.0,5.0,29.0,2.0,0.0,2.0,0.0,7419.0,4.0,1.0,1.0,1.0
0.0,3.0,0.0,4.0,0.0,2.0,41.0,26.0,3.0,1.0,1.0,1.0,7321.0,3.0,1.0,0.0,0.0
0.0,3.0,1.0,4.0,1.0,3.0,44.0,21.0,1.0,0.0,3.0,0.0,9090.0,3.0,0.0,1.0,1.0
0.0,4.0,1.0,3.0,0.0,3.0,29.0,47.0,3.0,0.0,4.0,0.0,7557.0,19.0,1.0,0.0,1.0
0.0,2.0,1.0,4.0,0.0,2.0,14.0,44.0,3.0,0.0,2.0,0.0,7852.0,17.0,1.0,0.0,1.0
0.0,1.0,1.0,4.0,1.0,2.0,43.0,42.0,4.0,0.0,3.0,0.0,9487.0,30.0,0.0,0.0,1.0
0.0,3.0,0.0,4.0,0.0,2.0,20.0,30.0,3.0,1.0,1.0,1.0,7343.0,19.0,1.0,0.0,0.0
0.0,4.0,0.0,4.0,1.0,2.0,31.0,31.0,3.0,0.0,2.0,1.0,8528.0,10.0,0.0,1.0,1.0
0.0,3.0,1.0,3.0,0.0,2.0,38.0,38.0,2.0,1.0,4.0,0.0,7973.0,8.0,1.0,1.0,0.0
0.0,3.0,1.0,3.0,0.0,2.0,75.0,48.0,1.0,0.0,2.0,0.0,7175.0,13.0,1.0,1.0,1.0
0.0,4.0,0.0,4.0,1.0,1.0,23.0,44.0,2.0,1.0,3.0,1.0,8077.0,18.0,0.0,1.0,0.0
1.0,3.0,1.0,4.0,0.0,3.0,5.0,24.0,2.0,0.0,1.0,0.0,7677.0,8.0,0.0,1.0,1.0
0.0,4.0,1.0,4.0,0.0,3.0,21.0,51.0,4.0,0.0,3.0,0.0,7340.0,30.0,1.0,0.0,1.0
0.0,4.0,0.0,4.0,0.0,1.0,57.0,48.0,3.0,1.0,4.0,1.0,8537.0,35.0,1.0,1.0,0.0
0.0,1.0,1.0,4.0,1.0,2.0,3.0,20.0,2.0,0.0,4.0,0.0,7278.0,7.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,3.0,99.0,34.0,2.0,0.0,3.0,0.0,9518.0,11.0,1.0,0.0,1.0
0.0,4.0,1.0,3.0,0.0,1.0,78.0,57.0,4.0,0.0,1.0,0.0,6831.0,37.0,1.0,1.0,1.0
0.0,1.0,0.0,4.0,0.0,1.0,89.0,42.0,1.0,1.0,4.0,1.0,10568.0,29.0,1.0,1.0,0.0
0.0,2.0,1.0,4.0,1.0,1.0,55.0,42.0,3.0,1.0,1.0,0.0,8592.0,9.0,0.0,1.0,0.0
0.0,3.0,0.0,4.0,0.0,3.0,38.0,23.0,2.0,0.0,2.0,1.0,6623.0,1.0,1.0,1.0,1.0
0.0,3.0,0.0,4.0,1.0,2.0,3.0,28.0,4.0,1.0,4.0,1.0,9910.0,1.0,0.0,1.0,0.0
1.0,4.0,0.0,3.0,0.0,1.0,24.0,29.0,4.0,0.0,1.0,1.0,5964.0,20.0,0.0,0.0,1.0
0.0,2.0,1.0,3.0,0.0,1.0,59.0,30.0,2.0,0.0,1.0,0.0,9820.0,8.0,1.0,1.0,1.0
0.0,3.0,0.0,4.0,1.0,2.0,38.0,25.0,2.0,1.0,3.0,1.0,8322.0,4.0,0.0,1.0,0.0
1.0,1.0,0.0,4.0,0.0,2.0,57.0,19.0,1.0,0.0,3.0,1.0,7571.0,6.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,1.0,2.0,61.0,21.0,4.0,1.0,2.0,0.0,8722.0,3.0,0.0,1.0,0.0
0.0,4.0,0.0,4.0,0.0,1.0,52.0,21.0,3.0,0.0,2.0,1.0,6038.0,10.0,1.0,1.0,1.0
0.0,3.0,1.0,4.0,1.0,1.0,58.0,45.0,2.0,0.0,2.0,0.0,7612.0,14.0,0.0,1.0,1.0
0.0,1.0,1.0,4.0,1.0,2.0,43.0,32.0,3.0,1.0,3.0,0.0,6960.0,13.0,0.0,0.0,0.0
1.0,3.0,0.0,4.0,0.0,2.0,30.0,50.0,1.0,0.0,4.0,1.0,8475.0,24.0,0.0,1.0,1.0
0.0,4.0,0.0,4.0,1.0,1.0,4.0,56.0,2.0,1.0,1.0,1.0,10616.0,4.0,0.0,1.0,0.0
0.0,3.0,0.0,3.0,0.0,1.0,8.0,31.0,3.0,1.0,5.0,1.0,8320.0,11.0,1.0,0.0,0.0
0.0,3.0,1.0,4.0,0.0,2.0,70.0,40.0,3.0,0.0,5.0,0.0,7479.0,21.0,1.0,0.0,1.0
1.0,4.0,1.0,4.0,0.0,2.0,20.0,40.0,2.0,0.0,3.0,0.0,6798.0,1.0,0.0,1.0,1.0
0.0,4.0,1.0,4.0,0.0,1.0,95.0,44.0,3.0,0.0,2.0,0.0,8521.0,1.0,1.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,2.0,26.0,45.0,2.0,0.0,4.0,0.0,9157.0,11.0,1.0,0.0,1.0
1.0,4.0,0.0,4.0,0.0,1.0,25.0,52.0,4.0,1.0,2.0,1.0,9327.0,14.0,0.0,1.0,0.0
0.0,4.0,0.0,4.0,0.0,2.0,67.0,19.0,4.0,0.0,3.0,1.0,8632.0,1.0,1.0,0.0,1.0
0.0,2.0,1.0,4.0,1.0,2.0,44.0,40.0,2.0,0.0,2.0,0.0,8060.0,6.0,0.0,0.0,1.0
0.0,4.0,1.0,3.0,1.0,1.0,68.0,36.0,2.0,0.0,3.0,0.0,9258.0,12.0,0.0,1.0,1.0
0.0,4.0,0.0,3.0,1.0,1.0,98.0,50.0,1.0,0.0,3.0,1.0,7995.0,34.0,0.0,1.0,1.0
0.0,3.0,1.0,3.0,1.0,1.0,60.0,18.0,2.0,0.0,3.0,0.0,8564.0,2.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,1.0,74.0,19.0,2.0,0.0,3.0,0.0,6479.0,6.0,1.0,1.0,1.0
0.0,3.0,0.0,3.0,0.0,2.0,45.0,46.0,2.0,0.0,2.0,1.0,6497.0,27.0,1.0,0.0,1.0
0.0,2.0,0.0,4.0,0.0,1.0,99.0,29.0,1.0,0.0,2.0,1.0,5620.0,17.0,1.0,1.0,1.0
0.0,4.0,1.0,4.0,1.0,3.0,75.0,56.0,3.0,0.0,4.0,0.0,8492.0,44.0,0.0,0.0,1.0
0.0,1.0,1.0,4.0,1.0,2.0,60.0,25.0,1.0,0.0,4.0,0.0,6733.0,13.0,0.0,1.0,1.0
0.0,3.0,1.0,3.0,1.0,2.0,72.0,38.0,4.0,0.0,2.0,0.0,8877.0,30.0,0.0,0.0,1.0
0.0,2.0,0.0,4.0,0.0,3.0,79.0,55.0,4.0,0.0,3.0,1.0,7034.0,40.0,1.0,0.0,1.0
0.0,4.0,0.0,4.0,0.0,1.0,52.0,19.0,1.0,0.0,3.0,1.0,9056.0,11.0,1.0,1.0,1.0
0.0,3.0,0.0,4.0,0.0,1.0,75.0,26.0,2.0,0.0,5.0,1.0,9200.0,14.0,1.0,0.0,1.0
0.0,4.0,0.0,4.0,0.0,2.0,33.0,36.0,3.0,0.0,3.0,1.0,8131.0,15.0,1.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,1.0,20.0,39.0,4.0,0.0,2.0,0.0,7704.0,2.0,1.0,0.0,1.0
0.0,2.0,1.0,4.0,0.0,2.0,93.0,23.0,2.0,0.0,1.0,0.0,8743.0,2.0,1.0,0.0,1.0
0.0,1.0,1.0,4.0,0.0,1.0,88.0,47.0,4.0,1.0,1.0,0.0,9300.0,32.0,1.0,0.0,0.0
0.0,3.0,1.0,3.0,0.0,3.0,36.0,32.0,2.0,0.0,1.0,0.0,6768.0,20.0,1.0,0.0,1.0
0.0,3.0,1.0,4.0,1.0,1.0,39.0,37.0,3.0,0.0,1.0,0.0,9501.0,11.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,1.0,1.0,1.0,23.0,4.0,0.0,1.0,0.0,7515.0,14.0,0.0,1.0,1.0
0.0,2.0,0.0,4.0,1.0,3.0,34.0,59.0,3.0,0.0,3.0,1.0,8700.0,43.0,0.0,0.0,1.0
0.0,3.0,1.0,4.0,1.0,3.0,16.0,27.0,3.0,1.0,4.0,0.0,7643.0,19.0,0.0,0.0,0.0
0.0,1.0,0.0,4.0,0.0,2.0,11.0,23.0,2.0,0.0,4.0,1.0,8070.0,10.0,1.0,1.0,1.0
0.0,1.0,1.0,4.0,1.0,1.0,77.0,59.0,3.0,0.0,2.0,0.0,7740.0,15.0,0.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,2.0,63.0,19.0,2.0,0.0,3.0,0.0,8030.0,11.0,1.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,2.0,20.0,51.0,3.0,0.0,4.0,0.0,8017.0,12.0,1.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,2.0,94.0,52.0,4.0,1.0,2.0,0.0,8347.0,36.0,1.0,0.0,0.0
1.0,4.0,0.0,4.0,0.0,3.0,47.0,54.0,2.0,0.0,2.0,1.0,8445.0,1.0,0.0,0.0,1.0
0.0,3.0,0.0,3.0,0.0,2.0,79.0,40.0,2.0,0.0,3.0,1.0,8541.0,7.0,1.0,0.0,1.0
0.0,4.0,0.0,4.0,0.0,3.0,70.0,37.0,1.0,1.0,3.0,1.0,7825.0,12.0,1.0,1.0,0.0
0.0,1.0,1.0,4.0,0.0,2.0,1.0,53.0,2.0,0.0,5.0,0.0,9361.0,12.0,1.0,0.0,1.0
0.0,4.0,1.0,4.0,0.0,3.0,72.0,42.0,3.0,0.0,1.0,0.0,7583.0,21.0,1.0,0.0,1.0
0.0,2.0,1.0,4.0,0.0,1.0,61.0,18.0,2.0,1.0,3.0,0.0,5833.0,10.0,1.0,0.0,0.0
1.0,3.0,0.0,4.0,0.0,1.0,69.0,50.0,3.0,0.0,3.0,1.0,7583.0,21.0,0.0,0.0,1.0
0.0,3.0,1.0,3.0,1.0,2.0,10.0,49.0,2.0,1.0,5.0,0.0,5924.0,35.0,0.0,0.0,0.0
1.0,2.0,0.0,4.0,0.0,1.0,34.0,45.0,1.0,0.0,4.0,1.0,7043.0,7.0,0.0,1.0,1.0
0.0,3.0,0.0,3.0,1.0,2.0,71.0,46.0,3.0,1.0,4.0,1.0,7630.0,32.0,0.0,1.0,0.0
1.0,2.0,0.0,4.0,0.0,2.0,48.0,44.0,3.0,0.0,1.0,1.0,6525.0,24.0,0.0,0.0,1.0
0.0,4.0,1.0,4.0,1.0,1.0,39.0,21.0,2.0,0.0,5.0,0.0,7730.0,6.0,0.0,1.0,1.0
0.0,3.0,1.0,3.0,1.0,1.0,82.0,20.0,2.0,0.0,1.0,0.0,8184.0,10.0,0.0,1.0,1.0
0.0,4.0,0.0,4.0,0.0,3.0,36.0,41.0,3.0,1.0,4.0,1.0,10001.0,2.0,1.0,0.0,0.0
0.0,3.0,0.0,3.0,0.0,1.0,26.0,39.0,1.0,0.0,2.0,1.0,10194.0,25.0,1.0,1.0,1.0
0.0,3.0,0.0,4.0,0.0,1.0,34.0,31.0,3.0,1.0,1.0,1.0,8736.0,2.0,1.0,0.0,0.0
0.0,3.0,1.0,4.0,1.0,1.0,6.0,38.0,3.0,1.0,3.0,0.0,8456.0,11.0,0.0,0.0,0.0
1.0,3.0,0.0,4.0,0.0,1.0,78.0,35.0,1.0,0.0,3.0,1.0,8055.0,2.0,0.0,1.0,1.0
0.0,3.0,0.0,3.0,1.0,2.0,32.0,45.0,3.0,1.0,3.0,1.0,6453.0,11.0,0.0,0.0,0.0
0.0,3.0,1.0,4.0,0.0,1.0,39.0,54.0,3.0,0.0,5.0,0.0,7107.0,44.0,1.0,0.0,1.0
0.0,1.0,1.0,4.0,1.0,2.0,29.0,39.0,2.0,1.0,3.0,0.0,8057.0,18.0,0.0,1.0,0.0
1.0,3.0,1.0,3.0,0.0,3.0,29.0,35.0,3.0,1.0,2.0,0.0,8543.0,5.0,0.0,0.0,0.0
0.0,4.0,1.0,3.0,1.0,1.0,57.0,26.0,2.0,1.0,1.0,0.0,6623.0,17.0,0.0,1.0,0.0
0.0,3.0,1.0,4.0,0.0,1.0,43.0,30.0,2.0,1.0,2.0,0.0,7221.0,6.0,1.0,1.0,0.0
1.0,4.0,0.0,4.0,0.0,2.0,72.0,30.0,3.0,0.0,1.0,1.0,6728.0,3.0,0.0,0.0,1.0
0.0,2.0,0.0,4.0,0.0,2.0,75.0,53.0,3.0,0.0,2.0,1.0,6977.0,31.0,1.0,0.0,1.0
0.0,2.0,0.0,4.0,0.0,3.0,44.0,27.0,1.0,0.0,1.0,1.0,8588.0,9.0,1.0,0.0,1.0
0.0,3.0,1.0,4.0,0.0,2.0,83.0,53.0,3.0,1.0,3.0,0.0,8095.0,11.0,1.0,0.0,0.0
1.0,4.0,0.0,4.0,0.0,1.0,56.0,52.0,2.0,0.0,3.0,1.0,7081.0,14.0,0.0,1.0,1.0
0.0,2.0,1.0,3.0,1.0,2.0,40.0,33.0,3.0,0.0,2.0,0.0,8996.0,17.0,0.0,0.0,1.0
0.0,3.0,0.0,3.0,0.0,2.0,25.0,44.0,3.0,0.0,1.0,1.0,7893.0,8.0,1.0,0.0,1.0
0.0,3.0,0.0,4.0,1.0,1.0,20.0,52.0,4.0,0.0,3.0,1.0,8772.0,31.0,0.0,1.0,1.0
0.0,4.0,0.0,4.0,0.0,1.0,11.0,49.0,3.0,0.0,1.0,1.0,8975.0,11.0,1.0,1.0,1.0
0.0,3.0,0.0,4.0,0.0,2.0,8.0,53.0,2.0,0.0,1.0,1.0,9144.0,32.0,1.0,0.0,1.0
0.0,2.0,1.0,4.0,1.0,2.0,19.0,28.0,2.0,1.0,4.0,0.0,8978.0,11.0,0.0,0.0,0.0
0.0,3.0,0.0,4.0,1.0,1.0,58.0,19.0,4.0,0.0,1.0,1.0,7000.0,5.0,0.0,1.0,1.0
0.0,2.0,1.0,4.0,0.0,3.0,81.0,29.0,2.0,0.0,1.0,0.0,9086.0,16.0,1.0,0.0,1.0
0.0,3.0,1.0,3.0,0.0,3.0,91.0,31.0,2.0,0.0,3.0,0.0,7074.0,16.0,1.0,0.0,1.0
1.0,2.0,0.0,4.0,0.0,1.0,48.0,56.0,1.0,0.0,4.0,1.0,7418.0,43.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,3.0,28.0,23.0,1.0,0.0,2.0,0.0,9382.0,12.0,1.0,0.0,1.0
1.0,2.0,1.0,3.0,0.0,2.0,9.0,52.0,2.0,0.0,4.0,0.0,8832.0,22.0,0.0,0.0,1.0
1.0,3.0,1.0,4.0,0.0,1.0,89.0,25.0,3.0,0.0,2.0,0.0,6599.0,12.0,0.0,0.0,1.0
1.0,2.0,1.0,4.0,0.0,1.0,71.0,31.0,3.0,1.0,4.0,0.0,8403.0,15.0,0.0,0.0,0.0
0.0,3.0,0.0,3.0,0.0,2.0,48.0,53.0,3.0,1.0,1.0,1.0,5628.0,15.0,1.0,0.0,0.0
0.0,2.0,1.0,4.0,0.0,3.0,17.0,52.0,3.0,0.0,5.0,0.0,8190.0,1.0,1.0,0.0,1.0
0.0,2.0,1.0,4.0,1.0,2.0,16.0,58.0,2.0,0.0,3.0,0.0,7592.0,39.0,0.0,1.0,1.0
0.0,4.0,1.0,3.0,1.0,2.0,3.0,54.0,2.0,0.0,4.0,0.0,6710.0,26.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,1.0,3.0,9.0,59.0,4.0,1.0,2.0,0.0,7739.0,9.0,0.0,0.0,0.0
0.0,3.0,1.0,4.0,1.0,2.0,70.0,23.0,2.0,0.0,3.0,0.0,9936.0,7.0,0.0,1.0,1.0
0.0,4.0,0.0,3.0,0.0,3.0,79.0,35.0,4.0,1.0,3.0,1.0,8105.0,19.0,1.0,1.0,0.0
0.0,2.0,1.0,4.0,1.0,1.0,50.0,41.0,1.0,0.0,3.0,0.0,6914.0,17.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,1.0,1.0,60.0,25.0,1.0,0.0,3.0,0.0,6264.0,6.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,1.0,1.0,93.0,34.0,1.0,0.0,4.0,0.0,9210.0,14.0,0.0,1.0,1.0
0.0,3.0,1.0,4.0,0.0,1.0,11.0,43.0,1.0,0.0,3.0,0.0,7492.0,35.0,1.0,0.0,1.0
1.0,3.0,0.0,4.0,0.0,3.0,94.0,18.0,3.0,0.0,2.0,1.0,8902.0,7.0,0.0,0.0,1.0
